3.154975677368603737e+00,1.192057231476187473e+00
8.293424131248369191e-01,6.246392041618192614e+00
2.110789795837491933e+00,9.070689176464221681e-01
2.317235092864042278e-01,4.383642935539356245e+00
4.505176445845479050e-01,7.050450513241126593e-01
1.888457206194372739e+00,9.758051981076558690e-01
4.942402647196167287e+00,6.170505436820191925e+00
5.342707001363166341e+00,8.893932349544662053e-01
5.034318804242333023e+00,4.046525988119033634e+00
3.497964924501314687e+00,5.156692115497102158e+00
2.919326870490740689e+00,6.240470806077752286e+00
3.296837908569809628e+00,4.133493978457104312e+00
5.531498480680790308e+00,5.107700860961283063e+00
5.012509045814733000e+00,2.326255563509477042e+00
3.520451383451402294e-01,2.650995754201896037e+00
4.138841915041045816e+00,1.213653504403539474e+00
2.377706868868118661e+00,7.122308596981224982e-01
1.336308586570263746e+00,3.171703907932982069e+00
2.355335491703768547e+00,2.298226198781533114e+00
2.866665572438801934e+00,2.905378921092963473e+00
5.930684101107964068e+00,6.034800581065340452e+00
3.455200420894225743e+00,5.202993362808384425e+00
3.248009120166763797e+00,4.928275649829893190e+00
3.668607147949425773e+00,1.208045374775647662e+00
5.018183732840598488e+00,1.514559632917348742e+00
2.418256201938725258e+00,4.340299742330606114e-01
3.548172274935661896e+00,1.022688619697634360e+00
5.311457624141247003e+00,1.739140795525488503e+00
2.991718323436284965e+00,4.654019095099101833e+00
4.630564916901813710e+00,5.952099780429826126e+00
3.698271435123347661e+00,5.137674377219951793e+00
4.105250158555882045e+00,1.360915555936306198e+00
3.923019537822256098e+00,2.899400296009362332e+00
3.157011130713859720e-02,2.925904276279739369e-01
2.307617808204865728e+00,4.174732992061575665e+00
2.637687728487983829e+00,5.978229890545512681e+00
6.036171311307000353e-01,3.599563133979743146e+00
3.482212998663825942e+00,6.764017198796417052e-01
5.451206090703812457e+00,1.968658951951101077e+00
5.570830292212357371e+00,4.186483292855452731e+00
2.625916781407147127e+00,8.865895597637394321e-01
4.339746257307213639e+00,4.235396032654420440e-01
1.600440218329028719e+00,3.130501930625765539e+00
5.079759781309046041e+00,4.241025741407727923e-01
2.647446306757198720e+00,2.552458100015875697e+00
8.467579486880453254e-01,4.907533028487051752e+00
3.219602904539615729e+00,4.974997006273942368e+00
3.043880795010226237e+00,1.682443051769196840e+00
4.835112832653288173e+00,3.977136484995230425e+00
1.358267338174800054e+00,2.495056992936568463e+00
2.498737991494506705e+00,4.038337442353816087e+00
3.747054780846984734e+00,5.218708559912250244e+00
9.044785064598851454e-01,4.885644380206369597e+00
3.605130265999108019e+00,3.636894294479072087e+00
6.120717349589440914e+00,3.311183368093788548e-01
1.978318081935878769e+00,6.076940751054837442e+00
3.051115117111499409e+00,3.566609293790936608e-01
4.495850563893793783e+00,1.065261895499231892e+00
5.912550098799973952e+00,4.146404311629894757e+00
2.257098358054428822e+00,1.940280458589552559e+00
4.167417324225570319e+00,8.610422165789041182e-01
3.810529232361749230e+00,3.717588925061641181e+00
3.412644976293554677e+00,5.164156882896552503e+00
3.533549840616013515e+00,3.746469652911545545e+00
5.628952715736470491e-01,5.183215395392094749e+00
2.190675799327133522e+00,5.134514775100645245e+00
5.476698814677958715e+00,3.062791592895188320e+00
4.209332434922237631e+00,3.509383101421243989e+00
6.100402903669751353e+00,1.723707847135614424e+00
5.301436824575733731e+00,2.669569702962024227e+00
3.922000347416624511e+00,2.117796079035562384e-01
4.967338512721835464e+00,5.993084449816763026e+00
4.855241300218915423e-01,4.926466193506083613e+00
4.750510307728777804e+00,5.308948706532737205e+00
4.258933752676400175e+00,1.606118520410105166e+00
6.089983654373494204e+00,4.240862110731975498e+00
3.469800403807485445e+00,5.004615563927765187e+00
4.169342341015704889e+00,5.588365401488571971e-01
1.858606309621722907e+00,8.693998677497396521e-01
8.068151902887895632e-01,5.820123577554044969e-01
1.233135427448364796e+00,2.957518623812426917e+00
5.334441505263214367e+00,5.374193576000562800e+00
2.563706125599083396e+00,3.895389353750967398e+00
8.503218535845901149e-01,7.017530269066023507e-01
2.499155300105354360e+00,2.023278416065063201e+00
4.069120977601640154e-01,4.565559424648395925e+00
6.221038277724520782e+00,7.840460166294920263e-01
3.929828716822976742e-01,4.425339672759545984e+00
5.040570364722070984e+00,3.712573425962713003e+00
2.025487819378388732e+00,5.203326608517444996e+00
5.582112551121580779e+00,3.345004683094087383e+00
5.782315526452814325e+00,4.302293910719154901e+00
3.423251626102671974e+00,4.883162105707234524e+00
2.334607507903586066e-01,4.744481496014691935e+00
8.032336661487923246e-01,3.941626968949789589e-01
3.192503200883823222e+00,2.478412576250849320e+00
3.570703891723198797e+00,5.792951511231516193e+00
3.115298887413035178e+00,4.965839186082531498e+00
3.143713889795225924e+00,4.581358298761561976e+00
1.585545374000227214e+00,2.740400880242013226e+00
